pre,post,type,n_synapses,stage
RMDL,RIAR,chemical,2,2
RMDL,RMDDL,chemical,2,2
RMDL,RMDDR,chemical,1,2
RMDL,RMDR,chemical,4,2
RMDL,RMDVR,chemical,1,2
RMDL,RMGR,chemical,1,2
RMDR,BWM-DL02,chemical,1,2
RMDR,BWM-DL04,chemical,2,2
RMDR,BWM-DL06,chemical,1,2
RMDR,BWM-VL02,chemical,1,2
RMDR,BWM-VL04,chemical,1,2
RMDR,IL1L,chemical,3,2
RMDR,IL2L,chemical,1,2
RMDR,RIAL,chemical,3,2
RMDR,RIAR,chemical,2,2
RMDR,RMDDL,chemical,1,2
RMDR,RMDL,chemical,3,2
RMDR,RMDVL,chemical,1,2
RMDR,RMGL,chemical,1,2
RMDVL,BWM-VR01,chemical,2,2
RMDVL,BWM-VR02,chemical,3,2
RMDVL,BWM-VR03,chemical,2,2
RMDVL,BWM-VR04,chemical,2,2
RMDVL,RMDDR,chemical,5,2
RMDVR,BWM-VL01,chemical,2,2
RMDVR,BWM-VL02,chemical,5,2
RMDVR,BWM-VL03,chemical,1,2
RMDVR,BWM-VL04,chemical,3,2
RMDVR,RMDDL,chemical,6,2
RMED,BWM-VL01,chemical,6,2
RMED,BWM-VL03,chemical,1,2
RMED,BWM-VR01,chemical,4,2
RMED,BWM-VR03,chemical,1,2
RMED,RMDVL,chemical,4,2
RMED,RMDVR,chemical,4,2
RMED,RMEV,chemical,2,2
RMED,SMDDL,chemical,1,2
RMED,SMDDR,chemical,1,2
RMEL,BWM-DR02,chemical,2,2
RMEL,BWM-VR02,chemical,4,2
RMER,BWM-DL02,chemical,2,2
RMER,BWM-VL02,chemical,5,2
RMER,GLRL,chemical,1,2
RMER,URAVL,chemical,1,2
RMEV,BWM-DL01,chemical,4,2
RMEV,BWM-DL03,chemical,1,2
RMEV,BWM-DR01,chemical,3,2
RMEV,BWM-DR03,chemical,2,2
RMEV,RMDDL,chemical,1,2
RMEV,RMDDR,chemical,3,2
RMEV,SMDVL,chemical,1,2
RMEV,SMDVR,chemical,1,2
RMGL,RMDDL,chemical,1,2
RMGL,RMDL,chemical,2,2
RMGL,RMDR,chemical,4,2
RMGL,RMDVL,chemical,1,2
RMGL,SIBVL,chemical,1,2
RMGR,RMDL,chemical,4,2
RMGR,RMDR,chemical,2,2
RMGR,RMDVR,chemical,2,2
SAADL,AVAL,chemical,2,2
SAADL,RIML,chemical,2,2
SAADL,RIMR,chemical,2,2
SAADL,SMDVR,chemical,1,2
SAADR,AVAR,chemical,1,2
SAADR,RIML,chemical,1,2
SAADR,RIMR,chemical,2,2
SAADR,SMDVL,chemical,1,2
SAAVL,AVAL,chemical,4,2
SAAVL,RIML,chemical,2,2
SAAVL,RIMR,chemical,4,2
SAAVL,SMDDR,chemical,2,2
SAAVR,AVAR,chemical,5,2
SAAVR,RIML,chemical,2,2
SAAVR,RIMR,chemical,3,2
SAAVR,SMDDL,chemical,2,2
SMBDL,BWM-DL01,chemical,1,2
SMBDL,BWM-DL05,chemical,1,2
SMBDL,BWM-DR01,chemical,2,2
SMBDL,BWM-DR02,chemical,1,2
SMBDL,BWM-DR03,chemical,1,2
SMBDL,BWM-DR04,chemical,1,2
SMBDL,BWM-DR05,chemical,1,2
SMBDL,BWM-DR08,chemical,1,2
SMBDL,GLRDL,chemical,1,2
SMBDL,RMED,chemical,2,2
SMBDL,SAAVR,chemical,2,2
SMBDL,SMBDR,chemical,1,2
SMBDR,BWM-DL01,chemical,3,2
SMBDR,BWM-DL02,chemical,1,2
SMBDR,BWM-DL03,chemical,2,2
SMBDR,BWM-DL04,chemical,2,2
SMBDR,BWM-DL05,chemical,1,2
SMBDR,GLRL,chemical,1,2
SMBDR,RMED,chemical,3,2
SMBDR,SAAVL,chemical,2,2
SMBDR,SIBVL,chemical,1,2
SMBDR,SMDDR,chemical,1,2
SMBVL,BWM-VL01,chemical,1,2
SMBVL,BWM-VL02,chemical,1,2
SMBVL,BWM-VL03,chemical,2,2
SMBVL,BWM-VL04,chemical,1,2
SMBVL,GLRL,chemical,1,2
SMBVL,RMDVR,chemical,2,2
SMBVL,RMEV,chemical,2,2
SMBVL,SAADL,chemical,3,2
SMBVL,SMDVR,chemical,1,2
SMBVR,BWM-VR01,chemical,2,2
SMBVR,BWM-VR02,chemical,1,2
SMBVR,BWM-VR03,chemical,2,2
SMBVR,BWM-VR04,chemical,1,2
SMBVR,RMDVL,chemical,2,2
SMBVR,RMEV,chemical,2,2
SMBVR,SAADR,chemical,3,2
SMDDL,BWM-DL03,chemical,1,2
SMDDL,BWM-DR01,chemical,1,2
SMDDL,BWM-DR03,chemical,1,2
SMDDL,RIAL,chemical,2,2
SMDDL,RIAR,chemical,3,2
SMDDL,SMDVL,chemical,1,2
SMDDL,SMDVR,chemical,3,2
SMDDR,BWM-DL01,chemical,1,2
SMDDR,BWM-DL03,chemical,1,2
SMDDR,RIAL,chemical,2,2
SMDDR,RIAR,chemical,2,2
SMDDR,SMDVL,chemical,3,2
SMDVL,BWM-VR01,chemical,1,2
SMDVL,BWM-VR03,chemical,1,2
SMDVL,CEPVR,chemical,1,2
SMDVL,RIAL,chemical,2,2
SMDVL,RIAR,chemical,3,2
SMDVL,SMDDR,chemical,2,2
SMDVR,BWM-VL01,chemical,1,2
SMDVR,BWM-VL03,chemical,1,2
SMDVR,BWM-VR01,chemical,2,2
SMDVR,BWM-VR03,chemical,1,2
SMDVR,RIAL,chemical,5,2
SMDVR,RIAR,chemical,3,2
SMDVR,SMDDL,chemical,3,2
SMDVR,SMDDR,chemical,1,2
URADL,BWM-DL01,chemical,2,2
URADL,BWM-DL02,chemical,3,2
URADL,IL1DL,chemical,1,2
URADL,RIPL,chemical,3,2
URADL,RMEL,chemical,2,2
URADR,BWM-DR01,chemical,2,2
URADR,RIPR,chemical,2,2
URADR,RMEL,chemical,1,2
URADR,RMER,chemical,2,2
URADR,RMEV,chemical,1,2
URAVL,BWM-VL01,chemical,2,2
URAVL,BWM-VL02,chemical,2,2
URAVL,IL2VL,chemical,1,2
URAVL,RIPL,chemical,3,2
URAVL,RMED,chemical,1,2
URAVL,RMEL,chemical,2,2
URAVL,RMEV,chemical,1,2
URAVR,BWM-VR01,chemical,2,2
URAVR,BWM-VR02,chemical,2,2
URAVR,RIPR,chemical,2,2
URAVR,RMED,chemical,1,2
URAVR,RMER,chemical,3,2
URAVR,RMEV,chemical,1,2
URBL,BWM-DL02,chemical,1,2
URBL,CEPDL,chemical,1,2
URBL,CEPshVL,chemical,1,2
URBL,IL1L,chemical,3,2
URBL,IL2L,chemical,1,2
URBL,SIAVL,chemical,1,2
URBL,URXL,chemical,2,2
URBR,BWM-DR06,chemical,1,2
URBR,CEPDR,chemical,1,2
URBR,IL1R,chemical,2,2
URBR,IL2R,chemical,1,2
URBR,RICR,chemical,1,2
URBR,URXR,chemical,3,2
URXL,AIBR,chemical,1,2
URXL,AUAL,chemical,2,2
URXL,AVEL,chemical,1,2
URXL,IL1L,chemical,1,2
URXL,OLQVL,chemical,1,2
URXL,PVPL,chemical,2,2
URXL,RIAL,chemical,2,2
URXL,RICL,chemical,1,2
URXL,RICR,chemical,1,2
URXL,RIGL,chemical,2,2
URXL,RMGL,chemical,1,2
URXL,URAVL,chemical,1,2
URXR,ADAR,chemical,1,2
URXR,AUAR,chemical,2,2
URXR,RIAR,chemical,3,2
URXR,RICL,chemical,1,2
URXR,RICR,chemical,1,2
URXR,RIGR,chemical,2,2
URYDL,AVER,chemical,3,2
URYDL,IL1DL,chemical,1,2
URYDL,RIBL,chemical,2,2
URYDL,RMDDR,chemical,1,2
URYDL,RMDVL,chemical,1,2
URYDL,SMDDR,chemical,4,2
URYDR,AVEL,chemical,1,2
URYDR,RIBR,chemical,2,2
URYDR,RMDDL,chemical,2,2
URYDR,RMDVR,chemical,2,2
URYDR,SMDDL,chemical,3,2
URYVL,AVER,chemical,5,2
URYVL,CEPshVL,chemical,1,2
URYVL,RIBL,chemical,2,2
URYVL,RMDDL,chemical,3,2
URYVL,RMDVR,chemical,1,2
URYVL,SMDVR,chemical,3,2
URYVR,AVEL,chemical,3,2
URYVR,RIBR,chemical,2,2
URYVR,RMDDR,chemical,2,2
URYVR,RMDVL,chemical,1,2
URYVR,SMDVL,chemical,4,2
